UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
527802,32292,69038,48.25,10,22023,45,5695,01/01/1974,Self employed,22/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
531856,37912,75011,52.02,10,23576,45,5699,01/02/1988,Self employed,24/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
569961,63213,80261,80.99,10,23576,45,5699,01/01/1968,Self employed,11/10/2018,3,238,1,0,0,1,0,0,453,K-High Risk,2,1,1,37492,62113,62113,0,0,0,0,0,0,0,0,0,0,4yrs 0mon,5yrs 0mon,1,0
495869,54853,74510,77.84,10,22023,45,5697,01/01/1975,Self employed,08/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
641612,68683,80270,89.7,10,23576,45,5699,12/01/1986,Self employed,30/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
638756,65502,77946,88.52,10,23576,45,5699,01/01/1979,Self employed,29/10/2018,3,238,1,1,0,0,0,0,618,H-Medium Risk,2,1,0,0,383000,383000,0,0,0,0,0,0,13218,0,0,0,1yrs 9mon,3yrs 6mon,0,1
541197,39315,54629,74.91,10,12500,48,5697,01/01/1992,Self employed,27/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
519783,67143,93885,72.98,10,22023,45,5697,01/01/1992,Self employed,19/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
495556,32199,62071,54.39,10,12500,48,5709,12/12/1986,Self employed,07/09/2018,3,238,1,1,0,0,0,0,657,F-Low Risk,1,1,0,211629,300000,300000,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
601379,54853,65400,88.69,10,23576,45,5699,06/02/1979,Self employed,22/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
504546,43077,62829,71.19,10,12500,48,5699,03/08/1990,Self employed,14/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
501649,36054,71812,51.68,10,22023,45,5704,01/01/1991,Self employed,12/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
573372,59619,76343,79.78,10,22023,45,5695,05/08/1980,Self employed,13/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
629589,65502,82589,83.55,10,22023,45,5695,19/01/1985,Self employed,27/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
640986,44980,62829,74.22,10,12500,48,5699,20/01/1980,Self employed,30/10/2018,3,238,1,1,0,0,0,0,696,E-Low Risk,4,1,1,592006,600000,600000,0,0,0,0,0,0,78876,0,1,1,1yrs 5mon,4yrs 2mon,0,1
566152,57216,81794,72.14,10,22842,86,5693,19/07/1995,Self employed,09/10/2018,3,238,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
456998,46432,68538,69.43,10,22023,45,5704,15/02/1970,Self employed,22/08/2018,3,238,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,35284,44524,44524,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,1
613660,67143,85031,80.58,10,22023,45,5695,01/05/1988,Self employed,24/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
616194,55013,76713,74.3,10,22842,86,5693,06/10/1987,Self employed,25/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
549910,42125,64377,68,10,23576,45,5699,10/06/1974,Self employed,29/09/2018,3,238,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,1,222000,800000,800000,0,0,0,0,0,0,0,0,0,0,3yrs 0mon,3yrs 0mon,0,0
532252,47313,93306,52.53,10,12500,48,5699,02/03/1973,Self employed,24/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
541807,64785,99041,67.26,10,12500,48,5709,01/01/1974,Self employed,27/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
558659,64169,76073,86.76,10,23576,45,5709,20/09/1970,Self employed,05/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
574106,50193,71812,71.56,10,22023,45,5704,25/02/1992,Self employed,13/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
491476,54853,66929,86.66,10,23576,45,5693,05/01/1987,Self employed,05/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
554036,51144,74022,70.71,10,22023,45,5697,03/04/1992,Self employed,30/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
646624,25969,82589,33.9,10,22023,45,5695,11/03/1987,Self employed,31/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
614377,65789,77946,88.52,10,23576,45,5699,01/01/1991,Self employed,24/10/2018,3,238,1,1,0,0,0,0,516,K-High Risk,1,1,1,2803,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 11mon,3yrs 11mon,1,0
519978,50644,72256,72.44,10,23576,45,5699,01/01/1976,Self employed,19/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
548523,45389,71812,66.84,10,22023,45,5704,14/09/1972,Self employed,29/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
641873,65169,80270,83.47,10,23576,45,5707,01/01/1990,Self employed,30/10/2018,3,238,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
502237,31804,78026,43.58,10,22023,45,5695,21/09/1990,Self employed,12/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
575629,62213,79679,80.32,10,23576,45,5707,04/06/1997,Self employed,13/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
541165,47145,75011,66.66,10,23576,45,5699,07/07/1988,Self employed,27/09/2018,3,238,1,1,0,0,0,0,677,F-Low Risk,1,1,0,35154,56448,56448,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0,0
529116,55099,71812,80.77,10,22023,45,5704,12/02/1980,Self employed,23/09/2018,3,238,1,1,0,0,0,0,583,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4yrs 7mon,4yrs 7mon,0,0
579771,48005,74782,66.46,10,12500,48,5699,07/11/1988,Self employed,15/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
433259,35679,57219,66.41,10,22023,45,5695,01/01/1988,Self employed,11/08/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
563706,63882,75689,87.2,10,22842,86,5709,25/03/1978,Self employed,08/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
464974,53873,66929,85.16,10,22023,45,5695,01/01/1986,Self employed,25/08/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
650175,55259,80261,71.02,10,23576,45,5716,06/08/1994,Self employed,31/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
628514,52052,88204,60.42,10,22023,45,5704,15/05/1984,Self employed,27/10/2018,3,238,1,1,0,0,0,0,643,G-Low Risk,1,1,0,15464,97500,97500,0,0,0,0,0,0,0,0,0,0,3yrs 1mon,3yrs 1mon,0,0
631430,53078,78878,69.73,10,23576,45,5723,16/04/1992,Self employed,27/10/2018,3,238,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
522641,70337,171160,43.23,10,18471,48,5699,01/01/1970,Self employed,20/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
531704,45932,67067,70.95,10,12500,48,5699,15/07/1993,Self employed,24/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
532442,29889,67067,46.83,10,12500,48,5693,20/02/1985,Self employed,24/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
632196,59953,88204,71.43,10,22023,45,5697,01/01/1993,Self employed,27/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
549179,31792,58500,56.94,10,12500,48,5699,25/11/1994,Self employed,29/09/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
580760,63447,73179,88.82,10,22842,86,5693,20/02/1990,Self employed,15/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
558649,35679,71812,52.92,10,22023,45,5695,16/05/1996,Self employed,05/10/2018,3,238,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
482231,50243,61018,89.32,70,16760,45,2408,20/05/1987,Self employed,31/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
487681,45949,63544,78.69,70,16760,45,2441,14/06/1982,Salaried,03/09/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,4,3,0,30567,61590,61590,0,0,0,0,0,0,4934,0,2,0,0yrs 6mon,0yrs 10mon,2,0
452587,44409,60453,79.4,70,16760,45,2401,10/12/1984,Self employed,21/08/2018,4,825,1,1,0,0,0,0,513,K-High Risk,9,7,1,929956,1042105,1042105,0,0,0,0,0,0,7458,0,3,1,0yrs 8mon,1yrs 2mon,0,0
605790,32559,60431,59.57,70,16760,45,2441,12/04/1987,Self employed,23/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
555971,54589,69715,84.63,70,16760,45,2404,24/09/1996,Salaried,03/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
584195,52733,65704,85.99,70,16760,45,2401,02/07/1975,Self employed,17/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
619395,46848,65283,78.12,70,16760,45,2401,16/05/1980,Salaried,25/10/2018,4,825,1,1,0,0,0,0,628,H-Medium Risk,13,2,0,33573,55000,55000,0,0,0,0,0,0,22847,0,1,0,1yrs 0mon,2yrs 1mon,0,0
601697,52683,64550,88.3,70,16760,45,2408,12/09/1980,Self employed,22/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
451606,49883,60453,89.33,70,16760,45,2401,05/06/1991,Self employed,21/08/2018,4,825,1,1,0,0,0,0,676,F-Low Risk,4,2,0,3332,20490,20490,0,0,0,0,0,0,2217,0,1,0,1yrs 3mon,3yrs 1mon,0,0
625946,53513,72600,79.89,70,16760,45,2407,01/06/1992,Self employed,26/10/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2521,0,0,0,0yrs 8mon,0yrs 8mon,0,0
627910,42169,60431,76.12,70,16760,45,2408,17/04/1997,Salaried,26/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
421760,49883,60453,89.33,70,16760,45,2412,25/11/1989,Self employed,04/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
498151,16819,64454,31.03,70,16760,45,2407,15/02/1969,Salaried,10/09/2018,4,825,1,1,0,0,0,0,680,F-Low Risk,5,4,0,101990,167270,167270,0,0,0,0,0,0,6802,0,1,0,0yrs 7mon,1yrs 2mon,1,0
527057,49883,61337,88.04,70,16760,45,2408,19/04/1972,Self employed,21/09/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
451668,54169,72843,79.62,70,16760,45,2408,14/01/1999,,21/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
419781,47943,61134,85.06,70,16760,45,2408,03/08/1992,,03/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
511627,42945,61337,76.63,70,16760,45,2407,28/12/1983,Self employed,17/09/2018,4,825,1,1,0,0,1,0,738,C-Very Low Risk,7,3,0,12588,49989,49989,0,0,0,0,0,0,2987,0,1,0,1yrs 0mon,1yrs 11mon,0,1
601707,50828,61872,88.89,70,16760,45,2408,10/12/1991,Salaried,22/10/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1736,0,0,0,0yrs 7mon,0yrs 7mon,0,0
631199,57287,70293,88.2,70,16760,45,2411,01/06/1977,Self employed,27/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
448607,43139,61134,76.88,70,16760,45,2402,01/01/1995,Self employed,18/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
590548,47818,60931,85.34,70,16760,45,2400,24/12/1992,Self employed,20/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
425838,51779,63544,88.13,70,16760,45,2401,26/08/1983,Salaried,07/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
524934,43035,62088,75.7,70,16760,45,2413,13/12/1997,,21/09/2018,4,825,1,1,0,0,0,0,624,H-Medium Risk,2,1,0,90000,90000,90000,0,0,0,0,0,0,0,0,1,0,1yrs 6mon,3yrs 0mon,0,0
611727,39304,62838,68.43,70,16760,45,2408,14/01/1974,Self employed,24/10/2018,4,825,1,1,0,0,0,0,300,M-Very High Risk,6,3,1,7886,89300,89300,1,1,0,0,35600,35600,2600,0,0,0,4yrs 1mon,11yrs 2mon,0,0
490491,53218,69715,82.48,70,16760,45,2412,03/01/1993,Salaried,05/09/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
430989,55058,66615,89.32,70,16760,45,2410,02/04/1992,Self employed,10/08/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,1,0yrs 8mon,0yrs 8mon,0,1
513986,51733,62588,89.47,70,16760,45,2404,17/07/1975,Salaried,18/09/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,6169,7197,7197,0,0,0,0,0,0,2687,0,1,0,0yrs 6mon,0yrs 11mon,1,0
496013,50753,64454,85.33,70,16760,45,2404,08/06/1997,Salaried,08/09/2018,4,825,1,1,0,0,0,0,670,F-Low Risk,2,1,0,59247,59247,59247,0,0,0,0,0,0,8796,0,1,0,0yrs 5mon,0yrs 10mon,1,0
459254,46049,64872,77.07,70,16760,45,2409,01/06/1959,Self employed,23/08/2018,4,825,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 1mon,0,0
445748,50753,66115,83.19,70,16760,45,2407,01/01/1977,Self employed,17/08/2018,4,825,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,13399,18349,18349,0,0,0,0,0,0,0,0,2,0,0yrs 1mon,0yrs 1mon,0,0
652555,39304,62838,68.43,70,16760,45,2408,12/02/1978,Salaried,31/10/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,11992,15990,15990,0,0,0,0,0,0,0,0,1,0,0yrs 4mon,0yrs 8mon,0,1
603609,43613,61427,77.65,70,16760,45,2407,20/11/1967,Self employed,23/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
631945,48403,66607,78.07,70,16760,45,2404,05/06/1985,Self employed,27/10/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,2816,28161,28161,0,0,0,0,0,0,1444,0,1,0,0yrs 6mon,0yrs 8mon,1,0
599759,46973,65283,78.12,70,16760,45,2408,27/04/1998,,22/10/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,5767,10093,10093,0,0,0,0,0,0,1442,0,1,0,0yrs 3mon,0yrs 3mon,1,0
593927,54613,65783,89.69,70,16760,45,2410,28/12/1985,Salaried,21/10/2018,4,825,1,1,0,0,0,0,755,C-Very Low Risk,3,2,0,412874,414939,414939,0,0,0,0,0,0,14192,0,1,0,0yrs 3mon,0yrs 9mon,1,0
465853,45565,56262,87.09,70,16760,45,2408,01/06/1989,Salaried,27/08/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,1793,0,0,0,0yrs 6mon,0yrs 6mon,0,0
538529,58313,69715,88.93,70,16760,45,2401,01/06/1978,Self employed,26/09/2018,4,825,1,1,0,0,0,0,300,M-Very High Risk,8,3,3,977390,1134366,1134366,0,0,0,0,0,0,9192,0,0,0,1yrs 8mon,3yrs 5mon,1,0
462187,53919,64872,89.41,70,16760,45,2408,04/02/1990,Self employed,24/08/2018,4,825,1,1,0,0,0,0,737,C-Very Low Risk,3,2,0,813046,873990,873990,0,0,0,0,0,0,4262,0,2,0,0yrs 3mon,0yrs 6mon,0,0
612884,44109,67670,70.93,70,16760,45,2407,04/09/1991,Salaried,24/10/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,12250,14000,14000,0,0,0,0,0,0,1315,0,1,0,0yrs 4mon,0yrs 6mon,0,0
449522,50643,61134,89.15,70,16760,45,2401,17/07/1994,Salaried,20/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
529914,48203,66862,78.52,70,16760,45,2401,02/02/1997,Salaried,23/09/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0yrs 7mon,0yrs 7mon,0,0
498130,55243,65742,89.74,70,16760,45,2401,22/08/1971,Self employed,10/09/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
425514,37364,66115,62.01,70,16760,45,2408,01/01/1988,Salaried,07/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
626295,54643,69047,85.45,70,16760,45,2407,07/07/1977,Self employed,26/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
464362,48028,58584,87.05,70,16760,45,2408,01/01/1983,Salaried,25/08/2018,4,825,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
590649,34134,61767,61.2,70,16760,45,2407,16/04/1984,Salaried,20/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
417456,41194,64872,68.13,70,16760,45,2401,02/06/1972,Self employed,01/08/2018,4,825,1,1,0,0,0,0,323,L-Very High Risk,4,2,1,82014,126600,126600,2,1,1,74568,70000,70000,3600,0,0,0,1yrs 2mon,2yrs 7mon,0,0
450942,42184,61134,74.43,70,16760,45,2401,02/06/1990,Salaried,20/08/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
647529,49113,62489,84.81,70,16760,45,2407,14/11/1984,Salaried,31/10/2018,4,825,1,1,0,0,0,0,716,D-Very Low Risk,6,4,0,1749757,1934193,1934193,0,0,0,0,0,0,1341,0,1,1,1yrs 4mon,3yrs 3mon,0,1
487140,42935,61134,76.88,70,16760,45,2407,01/01/1992,Salaried,03/09/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1643,0,0,0,0yrs 7mon,0yrs 7mon,1,0
611312,46049,64249,77.82,70,16760,45,2407,13/12/1990,Salaried,24/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
606968,47943,61427,84.65,70,16760,45,2401,01/12/1971,Self employed,23/10/2018,4,825,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),10,0,0,0,0,0,0,0,0,0,0,0,12664,0,0,0,1yrs 1mon,2yrs 1mon,0,0
616344,46973,60291,84.59,70,16760,45,2408,27/04/1986,Salaried,25/10/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,10249,20500,20500,0,0,0,0,0,0,3492,0,1,0,0yrs 4mon,0yrs 7mon,0,0
462276,52279,63544,88.13,70,16760,45,2405,09/01/1984,Salaried,24/08/2018,4,825,1,1,0,0,0,0,720,D-Very Low Risk,4,1,0,19903,20000,22093,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,1yrs 6mon,0,0
450143,48753,61134,85.06,70,16760,45,2401,03/11/1993,Salaried,20/08/2018,4,825,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,2278,7988,7988,0,0,0,0,0,0,2927,0,1,0,0yrs 6mon,0yrs 7mon,1,0
478602,33059,60453,59.55,70,16760,45,2401,12/07/1989,Salaried,30/08/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0,0
589566,42369,60431,76.12,70,16760,45,2408,01/01/1991,Salaried,20/10/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
642172,41244,63160,71.25,70,16760,45,2401,11/08/1995,Salaried,30/10/2018,4,825,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0yrs 6mon,0yrs 6mon,0,0
518261,45389,62088,78.92,70,16760,45,2412,15/05/1993,Salaried,19/09/2018,4,825,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
